Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA
30/11/13,Everton,Stoke,4,0,1.62,4,6.25,1.6,3.7,6,1.6,3.7,5.4,1.61,3.8,5.5,1.6,4.06,6.78,1.62,3.4,6.5,1.62,3.75,6,1.62,4,6.5
30/11/13,Newcastle,West Brom,2,1,2.05,3.5,4,2,3.5,3.6,2,3.3,3.6,1.95,3.4,3.75,2.07,3.55,3.92,2.05,3.1,4,2,3.5,3.75,2.05,3.5,3.7
30/11/13,Norwich,Crystal Palace,1,0,2,3.4,4.33,1.91,3.4,4.1,1.85,3.45,4,1.85,3.5,4.33,1.98,3.47,4.4,2,3.3,3.8,1.83,3.5,4.5,1.95,3.5,4.33
30/11/13,West Ham,Fulham,3,0,1.91,3.5,4.6,1.87,3.4,4.25,1.85,3.45,4,1.95,3.4,4,1.89,3.55,4.75,1.95,3.1,4.5,1.9,3.5,4.33,1.92,3.5,4.5
01/12/13,Chelsea,Southampton,3,1,1.57,4.2,6.5,1.53,4,6.25,1.4,4.4,7.3,1.53,4,6.5,1.57,4.25,6.82,1.57,3.8,6,1.5,4,7,1.57,4.3,6.5
01/12/13,Hull,Liverpool,3,1,6.5,4,1.62,5.75,3.8,1.6,5.4,3.7,1.6,5.5,3.75,1.61,7.05,4.13,1.57,5.5,3.8,1.62,6,3.8,1.57,6.25,4.1,1.62
01/12/13,Man City,Swansea,3,0,1.29,6,13,1.25,5.5,11.5,1.27,5.2,10,1.25,5.5,11,1.3,5.74,13.32,1.3,5,11,1.3,5.25,11,1.29,6,12
01/12/13,Tottenham,Man United,2,2,2.8,3.5,2.63,2.75,3.3,2.5,2.6,3.2,2.6,2.62,3.3,2.62,2.8,3.44,2.68,2.7,3.1,2.7,2.63,3.3,2.63,2.75,3.4,2.7
03/12/13,Crystal Palace,West Ham,1,0,3.25,3.3,2.4,2.9,3.2,2.4,2.6,3.2,2.6,2.88,3.25,2.5,3.36,3.28,2.39,3.1,3.1,2.4,2.88,3.2,2.5,3.1,3.3,2.5
04/12/13,Arsenal,Hull,2,0,1.2,7.5,17,1.18,7,12.5,1.2,5.8,13,1.2,6.5,13,1.23,7,16,1.2,6,15,1.2,6.5,15,1.22,7,15
04/12/13,Fulham,Tottenham,1,2,5.8,3.9,1.67,5,3.8,1.65,4.7,3.6,1.7,5,3.6,1.7,6.42,3.94,1.64,5.5,3.4,1.7,5,3.8,1.67,5.5,3.9,1.7
04/12/13,Liverpool,Norwich,5,1,1.29,6,12,1.22,6.25,11,1.25,5.5,10.3,1.25,6,11,1.29,6.26,12.1,1.29,5,12,1.25,5.8,12,1.29,6,12
04/12/13,Man United,Everton,0,1,1.73,3.75,5.5,1.7,3.6,5,1.65,3.6,5.1,1.7,3.6,5,1.76,3.94,5.02,1.75,3.4,5,1.67,3.8,5,1.75,3.9,5
04/12/13,Southampton,Aston Villa,2,3,1.7,3.8,5.75,1.6,3.8,5.5,1.65,3.6,5.1,1.62,3.75,5.5,1.72,3.76,5.78,1.67,3.8,5,1.67,3.6,5.5,1.73,3.8,5.5
04/12/13,Stoke,Cardiff,0,0,2.1,3.4,4,1.95,3.25,4,2.1,3.2,3.4,2.1,3.2,3.75,2.12,3.39,3.95,2.1,3.3,3.5,2,3.3,4,2.1,3.3,4
04/12/13,Sunderland,Chelsea,3,4,6.5,4.33,1.55,6,4.2,1.5,6.1,4,1.5,6,4,1.53,6.76,4.21,1.57,6.5,3.8,1.53,6.5,4,1.53,6.5,4.3,1.57
04/12/13,Swansea,Newcastle,3,0,2.2,3.5,3.5,2.05,3.5,3.4,2,3.3,3.6,2.2,3.3,3.4,2.2,3.55,3.52,2.15,3.4,3.3,2.2,3.4,3.25,2.2,3.5,3.5
04/12/13,West Brom,Man City,2,3,6,4.2,1.62,5.5,4,1.57,5.4,3.7,1.6,5,4,1.62,6.09,4,1.65,6,3.6,1.62,5.5,4,1.62,5.5,4.2,1.65
07/12/13,Crystal Palace,Cardiff,2,0,2.8,3.3,2.75,2.65,3.2,2.7,2.4,3.3,2.75,2.6,3.2,2.75,2.85,3.24,2.78,2.7,3.1,2.7,2.63,3.2,2.8,2.8,3.2,2.8
07/12/13,Liverpool,West Ham,4,1,1.29,6,12,1.28,5.25,10.5,1.25,5.5,10.3,1.28,5.5,10,1.3,6.03,12.06,1.3,5,11,1.29,5.5,11,1.3,6,11
07/12/13,Man United,Newcastle,0,1,1.53,4.33,7,1.53,4,6.25,1.5,4,6.1,1.5,4.33,6.5,1.54,4.47,6.77,1.53,3.8,6.5,1.53,4,6,1.55,4.5,6.25
07/12/13,Southampton,Man City,1,1,5.25,3.8,1.75,4.75,3.5,1.75,4.7,3.6,1.7,4.8,3.6,1.75,5.31,3.84,1.75,5,3.4,1.75,4.8,3.75,1.73,5.2,3.8,1.75
07/12/13,Stoke,Chelsea,3,2,6.5,4.2,1.57,6,3.8,1.57,5.6,3.9,1.55,5.5,3.75,1.61,6.59,4.1,1.6,6,3.6,1.62,5.8,3.8,1.62,6.5,4.1,1.6
07/12/13,Sunderland,Tottenham,1,2,4.5,3.6,1.91,4,3.6,1.85,4.3,3.6,1.75,4.5,3.5,1.8,4.27,3.6,1.97,4.33,3.2,1.91,4.5,3.5,1.83,4.33,3.6,1.92
07/12/13,West Brom,Norwich,0,2,1.8,3.75,5,1.75,3.5,4.75,1.8,3.5,4.2,1.83,3.5,4.33,1.8,3.77,5.04,1.83,3.2,5,1.83,3.6,4.33,1.8,3.8,4.8
08/12/13,Arsenal,Everton,1,1,1.7,3.8,5.75,1.65,3.8,5,1.65,3.7,4.9,1.66,3.75,5,1.68,4.03,5.68,1.73,3.5,5,1.67,3.8,5,1.73,3.9,5.25
08/12/13,Fulham,Aston Villa,2,0,2.75,3.3,2.8,2.65,3.3,2.6,2.75,3.3,2.4,2.6,3.25,2.75,2.72,3.39,2.8,2.75,2.9,2.8,2.75,3.3,2.6,2.8,3.3,2.75
09/12/13,Swansea,Hull,1,1,1.75,3.75,5.5,1.72,3.5,5,1.75,3.5,4.5,1.72,3.6,4.8,1.79,3.69,5.31,1.75,3.4,5,1.73,3.6,5,1.75,3.75,5.4
14/12/13,Cardiff,West Brom,1,0,2.63,3.4,2.88,2.55,3.25,2.75,2.3,3.3,2.9,2.4,3.3,2.87,2.63,3.42,2.89,2.75,3,2.75,2.6,3.25,2.75,2.7,3.3,2.8
14/12/13,Chelsea,Crystal Palace,2,1,1.18,8,19,1.16,7.25,15.5,1.17,6.5,14,1.18,7,15,1.19,7.7,20.1,1.2,5.5,21,1.18,7,15,1.18,8,19
14/12/13,Everton,Fulham,4,1,1.36,5,10.5,1.37,4.5,8.75,1.42,4.2,7.3,1.36,4.5,9,1.39,5.09,9.5,1.4,3.8,11,1.36,4.8,9,1.4,5,9
14/12/13,Hull,Stoke,0,0,2.3,3.3,3.5,2.2,3.25,3.3,2.2,3.3,3.1,2.25,3.25,3.2,2.32,3.18,3.63,2.3,3,3.4,2.2,3.13,3.6,2.3,3.2,3.6
14/12/13,Man City,Arsenal,6,3,1.83,3.75,4.75,1.75,3.75,4.4,1.85,3.45,4,1.8,3.6,4.33,1.83,3.82,4.7,1.83,3.2,4.8,1.8,3.8,4.33,1.83,3.8,4.5
14/12/13,Newcastle,Southampton,1,1,2.4,3.4,3.2,2.35,3.4,2.9,2.2,3.3,3.1,2.3,3.3,3.1,2.44,3.31,3.24,2.5,3,3,2.4,3.3,3,2.4,3.4,3.12
14/12/13,West Ham,Sunderland,0,0,1.95,3.6,4.33,1.91,3.4,4.1,1.9,3.45,3.8,2,3.4,3.75,2.04,3.5,4.09,2,3.2,4,1.95,3.3,4.33,2,3.6,4
15/12/13,Aston Villa,Man United,0,3,5.25,3.8,1.75,5.25,3.6,1.67,4.5,3.5,1.75,4.5,3.75,1.75,5.38,3.77,1.76,5.5,3.1,1.8,4.8,3.8,1.73,5.25,3.8,1.75
15/12/13,Norwich,Swansea,1,1,2.88,3.3,2.7,2.85,3.2,2.5,2.6,3.2,2.6,2.62,3.3,2.62,2.82,3.35,2.73,2.75,3,2.7,2.88,3.3,2.5,2.8,3.4,2.7
15/12/13,Tottenham,Liverpool,0,5,2.5,3.4,3,2.55,3.3,2.7,2.4,3.3,2.75,2.37,3.4,2.9,2.47,3.5,3.04,2.5,3,3,2.5,3.4,2.75,2.5,3.5,2.9
21/12/13,Crystal Palace,Newcastle,0,3,3.25,3.4,2.38,3,3.4,2.3,2.75,3.3,2.4,3.1,3.1,2.4,3.33,3.35,2.37,3.1,3.1,2.4,3,3.3,2.4,3.3,3.3,2.4
21/12/13,Fulham,Man City,2,4,9.5,5.25,1.36,8,5,1.35,7.3,4.4,1.4,7.5,5,1.4,9.03,5.43,1.38,8,4.5,1.4,8,5,1.36,8.5,5.25,1.4
21/12/13,Liverpool,Cardiff,3,1,1.2,7.5,16,1.2,6.75,12,1.22,5.5,12,1.22,6.5,13,1.2,7.8,17.7,1.22,5.5,15,1.2,6.5,15,1.22,6.5,18
21/12/13,Man United,West Ham,3,1,1.36,5.25,10,1.31,5.25,9,1.33,4.8,8.3,1.36,4.8,9,1.39,5,9.92,1.36,4.5,9,1.33,4.8,9.5,1.4,5,9
21/12/13,Stoke,Aston Villa,2,1,2.3,3.25,3.5,2.25,3.2,3.25,2.2,3.15,3.25,2.3,3.1,3.3,2.26,3.28,3.65,2.3,3.1,3.3,2.3,3.2,3.3,2.3,3.25,3.5
21/12/13,Sunderland,Norwich,0,0,2.05,3.5,4,2,3.5,3.6,2.1,3.3,3.3,2.1,3.4,3.5,2.06,3.47,4.04,2.1,3.1,3.75,2.05,3.3,3.75,2.1,3.5,3.8
21/12/13,West Brom,Hull,1,1,1.95,3.5,4.5,1.88,3.3,4.33,1.9,3.45,3.8,1.95,3.4,4,1.91,3.51,4.73,1.95,3.2,4.2,1.91,3.3,4.33,1.95,3.5,4.4
22/12/13,Southampton,Tottenham,2,3,2.55,3.3,3,2.55,3.25,2.75,2.6,3.2,2.6,2.6,3.1,2.87,2.55,3.37,3.02,2.6,3.1,2.8,2.6,3.3,2.75,2.6,3.3,3
22/12/13,Swansea,Everton,1,2,3,3.4,2.5,3.1,3.25,2.25,3.1,3.3,2.2,3,3.3,2.4,3.03,3.48,2.48,2.9,3.1,2.5,3,3.4,2.3,3,3.4,2.5
23/12/13,Arsenal,Chelsea,0,0,2.38,3.4,3.25,2.3,3.3,3,2.5,3.2,2.75,2.37,3.2,3.1,2.34,3.45,3.3,2.4,3.1,3.1,2.3,3.4,3,2.4,3.4,3.2
26/12/13,Aston Villa,Crystal Palace,0,1,1.91,3.5,4.5,1.8,3.5,4.33,1.8,3.5,4.2,1.85,3.4,4.33,1.94,3.39,4.77,1.91,3.2,4.5,1.91,3.3,4.33,1.91,3.5,4.6
26/12/13,Cardiff,Southampton,0,3,3.3,3.3,2.38,3.1,3.3,2.25,2.9,3.3,2.3,3,3.25,2.38,3.39,3.39,2.34,3.2,3.2,2.3,3.3,3.2,2.3,3.3,3.3,2.4
26/12/13,Chelsea,Swansea,1,0,1.33,5.5,10,1.35,5,7.75,1.35,4.8,7.6,1.33,5,8.5,1.34,5.43,10.96,1.33,4.8,10,1.33,4.8,10,1.33,5.25,11
26/12/13,Everton,Sunderland,0,1,1.36,5.25,9.5,1.36,4.75,7.75,1.37,4.6,7.5,1.4,4.5,7.5,1.36,5.21,11.08,1.4,4.5,8,1.36,4.8,9,1.36,4,9.5
26/12/13,Hull,Man United,2,3,7,4.2,1.55,6,3.9,1.55,5.6,3.9,1.55,6,4,1.57,6.58,4.29,1.57,6,3.75,1.57,6,3.8,1.57,6.25,4.2,1.57
26/12/13,Man City,Liverpool,2,1,1.75,4.2,4.6,1.75,4,4.1,1.8,3.5,4.2,1.73,4,4.33,1.75,4.14,4.84,1.8,3.5,4.5,1.75,4,4.2,1.8,4,4.6
26/12/13,Newcastle,Stoke,5,1,1.75,3.8,5.25,1.75,3.3,5,1.8,3.5,4.2,1.8,3.5,4.5,1.76,3.73,5.43,1.8,3.5,4.5,1.73,3.5,5.25,1.8,3.6,5.2
26/12/13,Norwich,Fulham,1,2,2.05,3.5,4,2.05,3.25,3.6,2.1,3.3,3.3,2,3.4,3.75,2.07,3.49,3.97,2.05,3.3,3.6,2,3.4,3.8,2.1,3.5,3.8
26/12/13,Tottenham,West Brom,1,1,1.53,4.33,7,1.5,3.9,7,1.5,4,6.1,1.55,4,6,1.52,4.49,7.19,1.53,4,6,1.5,4.33,6.5,1.55,4.3,6.5
26/12/13,West Ham,Arsenal,1,3,6.5,4,1.62,6,3.75,1.57,5.6,3.9,1.55,5,4,1.62,6.13,4.1,1.63,6,3.6,1.62,5.5,4,1.62,5.75,4,1.62
28/12/13,Aston Villa,Swansea,1,1,3,3.3,2.55,2.75,3.25,2.5,2.6,3.2,2.6,2.62,3.25,2.62,2.94,3.34,2.63,2.8,3.1,2.62,2.75,3.25,2.6,2.9,3.3,2.63
28/12/13,Cardiff,Sunderland,2,2,2.38,3.25,3.4,2.25,3.2,3.2,2.2,3.3,3.1,2.3,3.3,3.1,2.36,3.27,3.47,2.3,3.1,3.3,2.3,3.25,3.25,2.38,3.3,3.3
28/12/13,Hull,Fulham,6,0,2.05,3.4,4.1,2,3.25,3.75,2.1,3.3,3.3,2.05,3.3,3.75,2.08,3.31,4.22,2.05,3.2,3.8,2.05,3.25,3.8,2.1,3.4,3.9
28/12/13,Man City,Crystal Palace,1,0,1.13,9.5,29,1.1,8.5,21,1.12,8,16,1.14,8,17,1.13,10.4,28.5,1.12,8,23,1.13,8,21,1.14,9.5,23
28/12/13,Norwich,Man United,0,1,6.5,4.2,1.57,6,4,1.53,5.6,3.9,1.55,5.5,4,1.6,6.51,4.28,1.58,6.5,3.75,1.57,6,4,1.57,6.5,4.2,1.57
28/12/13,West Ham,West Brom,3,3,2.38,3.4,3.25,2.3,3.3,3,2.2,3.3,3.1,2.25,3.3,3.25,2.44,3.35,3.22,2.4,3,3.2,2.3,3.3,3.2,2.4,3.4,3.2
29/12/13,Chelsea,Liverpool,2,1,2.2,3.5,3.5,2.15,3.4,3.2,2.1,3.3,3.3,2.1,3.4,3.5,2.2,3.52,3.55,2.2,3.1,3.5,2.1,3.6,3.3,2.2,3.5,3.4
29/12/13,Everton,Southampton,2,1,1.83,3.7,4.75,1.8,3.4,4.5,1.75,3.5,4.5,1.8,3.5,4.5,1.85,3.73,4.69,1.83,3.4,4.5,1.8,3.6,4.5,1.87,3.7,4.6
29/12/13,Newcastle,Arsenal,0,1,4,3.7,2,3.75,3.4,1.95,3.7,3.35,1.95,3.8,3.6,1.95,4.03,3.74,1.98,4,3.2,2,3.8,3.5,1.95,3.8,3.7,2.05
29/12/13,Tottenham,Stoke,3,0,1.44,4.33,8,1.45,4.2,7,1.5,4,6.1,1.5,4,7,1.49,4.39,8.3,1.5,3.8,7.5,1.44,4,8,1.45,4.33,8.5
01/01/14,Arsenal,Cardiff,2,0,1.29,6,13,1.25,5.75,10.5,1.22,5.5,12,1.25,6,12,1.27,6.32,13.52,1.18,6,13,1.25,5.75,13,1.29,6,13
01/01/14,Crystal Palace,Norwich,1,1,2.38,3.3,3.3,2.35,3.1,3.1,2.3,3.3,2.9,2.4,3.3,3,2.42,3.22,3.41,2.3,3,3.1,2.38,3.25,3.13,2.4,3.3,3.3
01/01/14,Fulham,West Ham,2,1,2.5,3.3,3.1,2.35,3.1,3.1,2.5,3.3,2.65,2.4,3.4,2.9,2.43,3.31,3.26,2.38,3.3,2.75,2.4,3.4,2.88,2.5,3.4,3
01/01/14,Liverpool,Hull,2,0,1.3,6,11,1.25,5.75,10.5,1.27,5.2,10,1.3,5.5,10,1.31,5.95,11.4,1.22,6,9.5,1.25,6,11,1.3,5.5,10.5
01/01/14,Man United,Tottenham,1,2,1.8,3.8,4.75,1.7,3.8,4.6,1.75,3.5,4.5,1.75,3.75,4.6,1.81,3.82,4.88,1.8,3.6,4.8,1.8,3.75,4.33,1.83,3.8,4.6
01/01/14,Southampton,Chelsea,0,3,4,3.5,2.05,3.75,3.5,1.95,3.7,3.35,1.95,3.75,3.3,2.1,3.85,3.58,2.07,3.5,3.3,2,3.8,3.4,2,3.75,3.6,2.1
01/01/14,Stoke,Everton,1,1,4,3.3,2.1,3.7,3.3,2,3.6,3.3,2,3.75,3.4,2.05,4.18,3.35,2.07,3.6,3.2,2,3.8,3.4,2,3.9,3.4,2.1
01/01/14,Sunderland,Aston Villa,0,1,2.15,3.4,3.75,2.1,3.2,3.5,2.2,3.3,3.1,2.15,3.3,3.5,2.14,3.47,3.77,2.05,3.25,3.4,2.1,3.3,3.6,2.15,3.5,3.7
01/01/14,Swansea,Man City,2,3,5.75,4.25,1.62,5,4.1,1.6,5.4,3.7,1.6,5.5,4,1.62,5.63,4.25,1.65,5,4.2,1.53,5.5,4,1.57,5.25,4.2,1.65
01/01/14,West Brom,Newcastle,1,0,2.6,3.4,2.88,2.45,3.2,2.85,2.5,3.3,2.65,2.6,3.4,2.7,2.52,3.42,3.03,2.38,3.3,2.75,2.4,3.4,2.88,2.5,3.4,3
11/01/14,Cardiff,West Ham,0,2,2,3.5,4.1,1.95,3.3,4,1.9,3.45,3.8,1.95,3.5,4,2.01,3.58,4.11,2,3.3,3.8,1.95,3.4,4,2,3.5,4.2
11/01/14,Everton,Norwich,2,0,1.4,5,9,1.36,4.33,10,1.42,4.4,7.2,1.4,4.5,8,1.39,4.98,9.75,1.4,4,10,1.4,4.5,7.5,1.4,5,9.5
11/01/14,Fulham,Sunderland,1,4,2.2,3.3,3.75,2.2,3.2,3.4,2.15,3.3,3.2,2.2,3.4,3.2,2.19,3.37,3.75,2.2,3.1,3.5,2.2,3.3,3.4,2.2,3.4,3.6
11/01/14,Hull,Chelsea,0,2,6.5,4,1.6,6,3.8,1.57,5.5,3.8,1.57,6,3.75,1.61,6.43,3.97,1.63,6,3.6,1.62,6,3.8,1.57,6.5,4,1.62
11/01/14,Man United,Swansea,2,0,1.57,4,7,1.52,3.9,6.25,1.45,4,7,1.53,4.2,6,1.58,4.18,6.78,1.53,3.75,7,1.57,4,6,1.6,4.2,6.25
11/01/14,Southampton,West Brom,1,0,1.83,3.7,4.75,1.75,3.7,4.5,1.8,3.5,4.2,1.8,3.5,4.8,1.85,3.71,4.78,1.85,3.3,4.5,1.8,3.5,4.8,1.85,3.75,4.6
11/01/14,Tottenham,Crystal Palace,2,0,1.36,5,10,1.34,4.75,9.25,1.37,4.6,7.5,1.33,4.8,10,1.38,5.06,10.1,1.4,4,10,1.36,4.8,9,1.4,5,9.5
12/01/14,Newcastle,Man City,0,2,5.25,4,1.7,5,4,1.62,5.4,3.7,1.6,5,3.8,1.66,5.38,4.24,1.67,5.5,3.3,1.73,4.8,4,1.67,5.2,4,1.73
12/01/14,Stoke,Liverpool,3,5,5.75,4,1.67,5.5,3.75,1.62,4.7,3.6,1.7,5,3.75,1.66,5.98,4.14,1.64,6,3.4,1.67,5.5,4,1.62,5.75,4,1.67
13/01/14,Aston Villa,Arsenal,1,2,6,4.2,1.62,6,3.9,1.55,5.5,3.8,1.57,5.5,4,1.57,6.26,4.26,1.6,6,3.6,1.62,6,4,1.57,6,4.2,1.62
18/01/14,Arsenal,Fulham,2,0,1.22,7,15,1.2,6.5,12.5,1.2,6,12.5,1.22,6.5,13,1.23,6.9,16.14,1.22,5.5,15,1.22,6.25,13,1.22,7,15
18/01/14,Crystal Palace,Stoke,1,0,2.35,3.2,3.5,2.2,3.2,3.4,2.2,3.2,3.2,2.37,3.2,3.2,2.25,3.29,3.67,2.3,3,3.4,2.3,3.25,3.25,2.38,3.12,3.5
18/01/14,Liverpool,Aston Villa,2,2,1.22,7,15,1.2,6.75,11.5,1.22,5.5,12,1.22,6.5,13,1.22,7.15,16.57,1.2,6.5,13,1.22,6,13,1.22,7,15
18/01/14,Man City,Cardiff,4,2,1.13,11,23,1.13,8.5,15.5,1.12,8,16,1.14,8,19,1.13,10.2,25,1.14,6.5,26,1.11,8,21,1.14,9.5,22
18/01/14,Norwich,Hull,1,0,2.4,3.3,3.25,2.45,3,3.1,2.2,3.3,3.1,2.37,3.25,3.1,2.41,3.24,3.36,2.4,3.1,3.1,2.3,3.25,3.25,2.45,3.25,3.25
18/01/14,Sunderland,Southampton,2,2,3.2,3.3,2.45,3,3.2,2.4,2.75,3.3,2.4,3,3.3,2.4,3.19,3.28,2.49,3,3,2.5,2.88,3.3,2.5,3.1,3.3,2.5
18/01/14,West Ham,Newcastle,1,3,3,3.4,2.5,2.95,3.3,2.35,2.75,3.3,2.4,2.87,3.3,2.5,3.03,3.38,2.54,3,3,2.5,2.88,3.4,2.4,3,3.4,2.5
19/01/14,Chelsea,Man United,3,1,1.73,3.8,5.5,1.75,3.75,4.4,1.8,3.5,4.2,1.75,3.75,4.5,1.76,3.8,5.27,1.75,3.6,4.75,1.73,3.6,4.8,1.75,3.8,5.25
19/01/14,Swansea,Tottenham,1,3,3.25,3.4,2.38,3.1,3.2,2.35,2.9,3.3,2.3,3.1,3.4,2.25,3.16,3.43,2.43,3.1,3.1,2.4,2.88,3.4,2.4,3.2,3.4,2.4
20/01/14,West Brom,Everton,1,1,3.5,3.4,2.25,3.2,3.25,2.25,3.1,3.3,2.2,3.2,3.4,2.25,3.46,3.39,2.3,3.2,3.2,2.3,3.2,3.4,2.25,3.4,3.4,2.25
28/01/14,Crystal Palace,Hull,1,0,2.5,3.2,3.2,2.5,3,3,2.2,3.2,3.2,2.5,3.2,3,2.56,3.17,3.18,2.5,3,3,2.4,3.13,3.13,2.6,3.1,3.2
28/01/14,Liverpool,Everton,4,0,1.83,3.9,4.5,1.75,3.8,4.33,1.8,3.5,4.2,1.83,3.75,4.2,1.83,3.89,4.58,1.85,3.3,4.5,1.8,3.75,4.33,1.85,3.8,4.4
28/01/14,Man United,Cardiff,2,0,1.25,6.5,15,1.22,6,12.5,1.3,5,9,1.25,6,11,1.24,6.54,16.32,1.25,5,15,1.25,5.5,12,1.25,6.5,15
28/01/14,Norwich,Newcastle,0,0,2.7,3.4,2.8,2.55,3.3,2.7,2.75,3.3,2.4,2.62,3.4,2.62,2.63,3.42,2.88,2.7,3,2.8,2.63,3.3,2.75,2.6,3.4,2.88
28/01/14,Southampton,Arsenal,2,2,4.33,3.5,1.95,4.1,3.5,1.87,4,3.45,1.85,4.2,3.5,1.9,4.26,3.6,1.97,4,3.4,1.91,4,3.5,1.95,4.2,3.5,1.95
28/01/14,Swansea,Fulham,2,0,1.75,3.75,5.25,1.7,3.5,5.25,1.72,3.6,4.6,1.72,3.75,4.8,1.76,3.77,5.38,1.75,3.5,5,1.67,3.8,5,1.75,3.8,5
29/01/14,Aston Villa,West Brom,4,3,2.6,3.3,3,2.5,3.25,2.8,2.6,3.1,2.7,2.5,3.3,2.87,2.64,3.31,2.95,2.62,3.1,2.8,2.5,3.3,2.8,2.6,3.3,2.9
29/01/14,Chelsea,West Ham,0,0,1.18,8,19,1.2,6.5,13,1.17,6.5,14,1.2,6.5,17,1.2,7.45,18.95,1.2,6,17,1.2,6.5,13,1.2,7.5,17
29/01/14,Sunderland,Stoke,1,0,2.1,3.4,3.9,2,3.3,3.8,2.05,3.3,3.5,2.15,3.25,3.6,2.15,3.33,3.93,2.1,3.2,3.6,2.1,3.4,3.5,2.15,3.4,3.75
29/01/14,Tottenham,Man City,1,5,3.75,3.75,2.05,3.5,3.6,2,3.6,3.3,2,3.6,3.6,2,3.77,3.68,2.07,3.6,3.5,2,3.6,3.5,2,3.5,3.75,2.05
01/02/14,Cardiff,Norwich,2,1,2.3,3.4,3.4,2.2,3.25,3.3,2.2,3.3,3.1,2.25,3.4,3.2,2.27,3.35,3.57,2.3,3.1,3.3,2.2,3.3,3.4,2.3,3.4,3.4
01/02/14,Everton,Aston Villa,2,1,1.53,4.33,7,1.42,4.33,7.5,1.45,4,7,1.5,4.33,6.5,1.52,4.35,7.5,1.53,3.75,7,1.53,4,6.5,1.55,4.33,7
01/02/14,Fulham,Southampton,0,3,3.6,3.4,2.2,3.4,3.3,2.15,3,3.3,2.25,3.25,3.4,2.2,3.63,3.39,2.22,3.3,3.2,2.25,3.2,3.5,2.2,3.4,3.5,2.2
01/02/14,Hull,Tottenham,1,1,4,3.5,2.05,3.75,3.5,1.95,3.8,3.45,1.9,4,3.5,1.9,3.87,3.48,2.11,4,3.1,2.05,3.5,3.3,2.1,3.8,3.5,2.1
01/02/14,Newcastle,Sunderland,0,3,1.95,3.5,4.33,1.8,3.5,4.4,1.9,3.45,3.8,1.85,3.5,4.33,1.93,3.56,4.54,1.95,3.3,4,1.95,3.4,4,1.95,3.6,4.3
01/02/14,Stoke,Man United,2,1,7,4,1.57,6,3.9,1.55,5.4,3.7,1.6,6,4,1.57,6.95,4.13,1.58,7,3.5,1.57,6,4,1.57,6.5,4,1.6
01/02/14,West Ham,Swansea,2,0,2.9,3.4,2.6,2.85,3.25,2.45,2.65,3.3,2.5,2.62,3.3,2.62,2.97,3.39,2.58,2.8,3.1,2.62,2.88,3.3,2.5,2.9,3.3,2.62
02/02/14,Arsenal,Crystal Palace,2,0,1.22,7,16,1.2,6.5,12.5,1.22,5.5,12,1.22,6,13,1.23,6.88,17.01,1.22,5.5,15,1.2,6.25,17,1.22,6.5,17
02/02/14,West Brom,Liverpool,1,1,5.75,4.33,1.62,5.75,3.6,1.62,5.4,3.7,1.6,5,3.75,1.66,5.89,4.19,1.64,6,3.4,1.67,5.5,4,1.62,5,4,1.65
03/02/14,Man City,Chelsea,0,1,1.85,3.8,4.5,1.8,3.75,4.1,1.85,3.45,4,1.8,3.6,4.33,1.88,3.63,4.72,1.85,3.3,4.5,1.83,3.8,4,1.87,3.75,4.4
08/02/14,Aston Villa,West Ham,0,2,2.1,3.5,3.8,2,3.3,3.8,2.1,3.2,3.4,2,3.4,3.8,2.14,3.45,3.8,2.15,3,3.75,2.05,3.5,3.6,2.15,3.5,3.6
08/02/14,Chelsea,Newcastle,3,0,1.25,6.25,15,1.25,5.5,12,1.3,5,9,1.25,5.5,13,1.25,6.42,16.02,1.25,5,15,1.25,5.5,13,1.25,6.25,15
08/02/14,Crystal Palace,West Brom,3,1,2.6,3.3,3,2.5,3.2,2.85,2.4,3.1,2.9,2.4,3.25,3,2.66,3.2,3.03,2.6,3.1,2.8,2.5,3.2,2.88,2.62,3.2,3
08/02/14,Liverpool,Arsenal,5,1,2.2,3.6,3.4,2.1,3.5,3.25,2.2,3.3,3.1,2.2,3.4,3.3,2.17,3.7,3.45,2.2,3.1,3.5,2.1,3.6,3.3,2.2,3.6,3.4
08/02/14,Norwich,Man City,0,0,9,5.5,1.36,9,5.25,1.31,9,5,1.3,7.5,5.5,1.36,9.51,5.42,1.37,10,4.33,1.36,9,5.25,1.33,9,5.5,1.36
08/02/14,Southampton,Stoke,2,2,1.55,4,7.5,1.5,4.2,6.25,1.6,3.7,5.4,1.57,3.75,6.5,1.55,4.2,7.43,1.53,3.6,7.5,1.53,3.8,7,1.57,4.1,7
08/02/14,Sunderland,Hull,0,2,2.15,3.4,3.8,2.1,3.2,3.6,1.95,3.35,3.7,2.1,3.3,3.8,2.14,3.33,3.97,2.15,3,3.75,2.05,3.3,3.8,2.15,3.3,3.9
08/02/14,Swansea,Cardiff,3,0,1.85,3.6,4.75,1.75,3.7,4.5,1.7,3.6,4.7,1.85,3.6,4.2,1.89,3.61,4.66,1.85,3.2,4.8,1.83,3.5,4.5,1.91,3.6,4.5
